feature,coefficient_orig_model,coefficient_new_model
Cytoplasm_RadialDistribution_ZernikePhase_DAPI_8_2,-0.004346241962067927,0.017931260734345103
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_02_256,-0.04646213957692291,0.0
Cells_RadialDistribution_ZernikePhase_DAPI_6_4,-0.004412662271722461,0.03928243229075817
Nuclei_RadialDistribution_ZernikePhase_GFP_3_3,-0.02729323290614251,-0.019437555823381338
Nuclei_RadialDistribution_ZernikeMagnitude_GFP_7_3,-0.03210474711309152,0.002579506361298312
Cells_AreaShape_FormFactor,0.6667021967039041,0.0
Cytoplasm_RadialDistribution_FracAtD_DAPI_4of4,1.0962644772071855,0.11716294198329898
Nuclei_AreaShape_Zernike_5_1,0.005072949047553451,-0.02216329443086247
Cytoplasm_RadialDistribution_ZernikePhase_CY5_9_3,-0.022788740047077424,-0.028981936794357076
Cytoplasm_RadialDistribution_ZernikeMagnitude_RFP_6_2,-0.05823777229416316,-0.1263568175886338
Nuclei_RadialDistribution_ZernikePhase_CY5_5_5,-0.0071815221350102435,-0.009961069300084441
Nuclei_RadialDistribution_ZernikePhase_DAPI_3_3,0.001385215721532462,0.017221812731039166
Nuclei_RadialDistribution_RadialCV_CY5_2of4,-0.05153039059650482,-0.12712346241974123
Cytoplasm_RadialDistribution_RadialCV_CY5_1of4,-0.08708388674970531,-0.10989496146872997
Nuclei_Texture_InfoMeas1_RFP_3_02_256,-0.7529697261320146,0.0022835489362917024
Cytoplasm_RadialDistribution_ZernikeMagnitude_RFP_5_1,0.11266454051239146,0.0786529974832948
Nuclei_AreaShape_MinFeretDiameter,0.29843102646581987,0.0
Nuclei_RadialDistribution_ZernikeMagnitude_RFP_6_0,0.034941736699691875,0.010706886934633533
Cytoplasm_Texture_Contrast_GFP_3_00_256,0.49399946313064175,0.14149252500190723
Nuclei_RadialDistribution_ZernikeMagnitude_DAPI_7_7,0.08936025532266527,0.02809127442357985
Nuclei_Texture_Contrast_RFP_3_02_256,0.15862346510307254,0.13470465395274353
Cells_Intensity_MaxIntensityEdge_CY5,0.039701371600580175,-0.03483527841636806
Nuclei_RadialDistribution_ZernikeMagnitude_RFP_6_2,0.0035826431719925608,-0.03670004892383993
Cells_RadialDistribution_ZernikePhase_CY5_4_2,-0.09374543252974388,-0.04854455963711938
Nuclei_RadialDistribution_ZernikeMagnitude_CY5_7_7,0.04359901676882947,0.03321725834079116
Nuclei_RadialDistribution_ZernikeMagnitude_RFP_4_2,-0.03338700611974115,-0.004538386322424964
Nuclei_RadialDistribution_ZernikePhase_CY5_4_2,-0.020089935156625056,0.0007690220345728314
Nuclei_RadialDistribution_ZernikePhase_GFP_6_4,0.024923870951711374,0.033145420290564984
Cells_RadialDistribution_ZernikeMagnitude_CY5_5_1,-0.0744106740833721,0.019562270421148758
Cytoplasm_RadialDistribution_ZernikePhase_RFP_9_1,0.018262507492637976,0.01903941855906905
Cytoplasm_RadialDistribution_ZernikePhase_DAPI_9_3,0.05847633086494606,0.05392695528383763
Nuclei_RadialDistribution_ZernikePhase_GFP_8_2,-0.021066708372924407,0.02456799302578531
Cytoplasm_RadialDistribution_ZernikePhase_RFP_9_7,0.00158948292499275,0.0
Cytoplasm_Texture_Contrast_RFP_3_00_256,0.06357663085176815,0.0
Nuclei_Texture_InverseDifferenceMoment_RFP_3_02_256,-0.31453049501169383,-0.1850091336686649
Nuclei_RadialDistribution_ZernikeMagnitude_DAPI_1_1,0.09662945549294248,-0.1610030307970068
Cytoplasm_Correlation_RWC_DAPI_GFP,-0.88379440043305,-0.8439648278002424
Nuclei_RadialDistribution_ZernikePhase_RFP_1_1,-0.011296263198200636,0.005191273119132407
Cytoplasm_Texture_Correlation_DAPI_3_00_256,-0.18186438219184575,-0.02685602951992412
Cytoplasm_RadialDistribution_ZernikePhase_CY5_9_1,0.040599635152023784,0.0753733667429592
Cytoplasm_AreaShape_MinorAxisLength,0.11914010728508372,0.0
Cytoplasm_RadialDistribution_ZernikePhase_GFP_7_1,0.08758646115757665,0.055550255809578133
Nuclei_Texture_Correlation_GFP_3_03_256,0.08658126758938742,0.029805287445719992
Nuclei_AreaShape_Zernike_8_4,0.1186404378181683,0.12158476013339296
Nuclei_Texture_Contrast_DAPI_3_01_256,0.2242041991283089,0.0
Nuclei_AreaShape_Zernike_5_3,-0.027709442696348854,0.06614498748319333
Nuclei_RadialDistribution_ZernikePhase_GFP_7_7,0.0038351592188022683,0.02729760875808923
Cells_Texture_InfoMeas1_RFP_3_02_256,-0.3202493190796108,-0.12139994866351993
Cytoplasm_RadialDistribution_ZernikeMagnitude_DAPI_1_1,-0.15612051124664603,0.04348986771065898
Cytoplasm_RadialDistribution_ZernikePhase_RFP_5_3,-0.04128099826764384,-0.04309445835586678
Cytoplasm_Intensity_MassDisplacement_GFP,0.01594869611709974,0.031771436187414424
Nuclei_RadialDistribution_ZernikeMagnitude_DAPI_4_0,-0.15558629039645888,-0.09935693619213712
Cells_Correlation_Correlation_DAPI_RFP,-0.2283765587034637,-0.3029158204339329
Cytoplasm_AreaShape_Eccentricity,-0.03499314181200121,-0.08384575435791929
Nuclei_RadialDistribution_ZernikePhase_RFP_9_5,0.021869529470867396,-0.007084418049886002
Nuclei_RadialDistribution_ZernikeMagnitude_RFP_2_2,-0.0617352025363333,-0.1540391238922728
Cells_AreaShape_Zernike_5_3,0.05440799420981955,0.05019097919586855
Cells_RadialDistribution_ZernikeMagnitude_DAPI_5_1,-0.026165381549963937,0.12065941762372184
Nuclei_RadialDistribution_ZernikeMagnitude_RFP_9_1,-0.027508222422708103,-0.006122125247245989
Cytoplasm_RadialDistribution_FracAtD_CY5_1of4,0.06496576622624958,-0.0037554066139034387
Nuclei_RadialDistribution_ZernikePhase_GFP_9_3,0.025180496064091663,-0.017208236740810307
Nuclei_RadialDistribution_ZernikePhase_RFP_9_7,0.03714845671537224,0.019139485269702
Cytoplasm_RadialDistribution_RadialCV_RFP_4of4,-0.05221138021660457,-0.0033454742497848943
Nuclei_RadialDistribution_ZernikePhase_DAPI_6_6,-0.002343873540645279,-0.03703014825551152
Nuclei_Correlation_RWC_DAPI_CY5,-0.7723681198295049,-0.3969181891834746
Cells_RadialDistribution_ZernikePhase_RFP_3_1,-0.021636548893358608,-0.016125494355371583
